2025-08-24 11:45:50,865 [INFO] app - Program started | run_id=20250824-114550 | output_dir=F:\BiShe_02\output
2025-08-24 11:46:15,039 [INFO] graph - ENTER node=pre | raw_len=146
2025-08-24 11:46:15,039 [INFO] node.preprocess - start preprocess | raw=Filter data/hybrid_manufacturing_categorical.csv for columns with Processing_Time <= 50, and then sort by Machine_Availability in descending order
2025-08-24 11:46:15,687 [INFO] node.preprocess - preprocess | file=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 11:46:15,688 [INFO] graph - EXIT  node=pre | csv_path=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 11:46:15,689 [INFO] node.intent - intent.run | mode=llm
2025-08-24 11:46:22,216 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 11:46:22,222 [INFO] node.intent - intent.out | need_qt=True need_anomaly=False algos=None csv=data/hybrid_manufacturing_categorical.csv
2025-08-24 11:46:22,222 [INFO] graph - node=intent | need_qt=True need_anomaly=False algos=None csv=data/hybrid_manufacturing_categorical.csv
2025-08-24 11:46:22,224 [INFO] sentence_transformers.SentenceTransformer - Use pytorch device_name: cpu
2025-08-24 11:46:22,224 [INFO] sentence_transformers.SentenceTransformer - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-08-24 11:46:24,265 [INFO] rag.kb - KB built | docs=42
2025-08-24 11:46:24,279 [INFO] rag.kb - KB search | q_len=159 | top_k=8
2025-08-24 11:46:24,279 [INFO] graph - route: kb -> qt
2025-08-24 11:46:24,281 [INFO] rag.thought - thought | prompt_chars=8989 | cols=13 | kb_snippets=8
2025-08-24 11:46:44,429 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 11:46:44,430 [INFO] rag.thought - thought | llm_json_len=329
2025-08-24 11:46:44,434 [INFO] rag.execute - ENTER execute | pending=2
2025-08-24 11:46:44,435 [INFO] rag.execute - RUN tool=select_rows | args={'condition': 'Processing_Time <= 50'} | cur_type=NoneType
2025-08-24 11:46:44,453 [INFO] rag.execute - OK tool=select_rows | result_type=DataFrame
2025-08-24 11:46:44,467 [INFO] rag.execute - Saved intermediate DF -> output\qt_step_01_select_rows.csv
2025-08-24 11:46:44,468 [INFO] rag.execute - ENTER execute | pending=1
2025-08-24 11:46:44,468 [INFO] rag.execute - RUN tool=sort_rows | args={'order': 'desc', 'on': 'Processing_Time', 'column': 'Machine_Availability'} | cur_type=DataFrame
2025-08-24 11:46:44,469 [INFO] rag.execute - OK tool=sort_rows | result_type=DataFrame
2025-08-24 11:46:44,476 [INFO] rag.execute - Saved intermediate DF -> output\qt_step_02_sort_rows.csv
2025-08-24 11:46:44,476 [INFO] rag.execute - Q&T finished | last_csv=output\qt_step_02_sort_rows.csv
2025-08-24 11:46:44,476 [INFO] rag.qt - execute -> END
2025-08-24 11:46:44,477 [INFO] graph - route: qt -> summarizer
2025-08-24 11:46:46,835 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 11:46:46,836 [INFO] app - Program finished | run_id=20250824-114550
2025-08-24 12:18:29,075 [INFO] app - Program started | run_id=20250824-121829 | output_dir=F:\BiShe_02\output
2025-08-24 12:19:13,521 [INFO] graph - ENTER node=pre | raw_len=3
2025-08-24 12:19:13,521 [INFO] node.preprocess - start preprocess | raw=您说：
2025-08-24 12:19:13,537 [INFO] node.preprocess - preprocess | default_file=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 12:19:13,537 [INFO] graph - EXIT  node=pre | csv_path=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 12:19:13,537 [INFO] node.intent - intent.run | mode=llm
2025-08-24 12:19:20,792 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 12:19:20,795 [INFO] node.intent - intent.out | need_qt=0 need_anomaly=0 algos=0 csv=data\hybrid_manufacturing_categorical.csv
2025-08-24 12:19:20,795 [INFO] graph - node=intent | need_qt=0 need_anomaly=0 algos=0 csv=data\hybrid_manufacturing_categorical.csv
2025-08-24 12:19:20,796 [INFO] sentence_transformers.SentenceTransformer - Use pytorch device_name: cpu
2025-08-24 12:19:20,796 [INFO] sentence_transformers.SentenceTransformer - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-08-24 12:19:22,826 [INFO] rag.kb - KB built | docs=42
2025-08-24 12:19:22,837 [INFO] rag.kb - KB search | q_len=3 | top_k=8
2025-08-24 12:19:22,837 [INFO] graph - route: kb -> summarizer
2025-08-24 12:19:23,488 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 12:19:23,490 [INFO] app - Program finished | run_id=20250824-121829
2025-08-24 12:19:50,587 [INFO] app - Program started | run_id=20250824-121950 | output_dir=F:\BiShe_02\output
2025-08-24 12:20:09,013 [INFO] graph - ENTER node=pre | raw_len=262
2025-08-24 12:20:09,022 [INFO] node.preprocess - start preprocess | raw=On data/hybrid_manufacturing_categorical.csv, keep rows where Processing_Time <= 40 AND Machine_Availability >= 95; then add a derived column efficiency = Material_Used / Processing_Time; finally sort by efficiency in descending order and return the top 10 rows.
2025-08-24 12:20:09,600 [INFO] node.preprocess - preprocess | file=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 12:20:09,600 [INFO] graph - EXIT  node=pre | csv_path=data\hybrid_manufacturing_categorical.csv | cols=13
2025-08-24 12:20:09,600 [INFO] node.intent - intent.run | mode=llm
2025-08-24 12:20:18,555 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 12:20:18,573 [INFO] node.intent - intent.out | need_qt=true need_anomaly=false algos=[] csv=data/hybrid_manufacturing_categorical.csv
2025-08-24 12:20:18,574 [INFO] graph - node=intent | need_qt=true need_anomaly=false algos=[] csv=data/hybrid_manufacturing_categorical.csv
2025-08-24 12:20:18,577 [INFO] sentence_transformers.SentenceTransformer - Use pytorch device_name: cpu
2025-08-24 12:20:18,577 [INFO] sentence_transformers.SentenceTransformer - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-08-24 12:20:21,121 [INFO] rag.kb - KB built | docs=42
2025-08-24 12:20:21,178 [INFO] rag.kb - KB search | q_len=275 | top_k=8
2025-08-24 12:20:21,179 [INFO] graph - route: kb -> qt
2025-08-24 12:20:21,181 [INFO] rag.thought - thought | prompt_chars=9121 | cols=13 | kb_snippets=8
2025-08-24 12:20:50,565 [INFO] httpx - HTTP Request: POST https://integrate.api.nvidia.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-24 12:20:50,567 [INFO] rag.thought - thought | llm_json_len=517
2025-08-24 12:20:50,569 [INFO] rag.execute - ENTER execute | pending=3
2025-08-24 12:20:50,570 [INFO] rag.execute - RUN tool=select_rows | args={'condition': 'Processing_Time <= 40 AND Machine_Availability >= 95'} | cur_type=NoneType
2025-08-24 12:20:50,596 [INFO] rag.execute - OK tool=select_rows | result_type=DataFrame
2025-08-24 12:20:50,605 [INFO] rag.execute - Saved intermediate DF -> output\qt_step_01_select_rows.csv
2025-08-24 12:20:50,606 [INFO] rag.execute - ENTER execute | pending=2
2025-08-24 12:20:50,606 [INFO] rag.execute - RUN tool=add_derived_column | args={'formula': 'Material_Used / Processing_Time', 'name': 'efficiency'} | cur_type=DataFrame
2025-08-24 12:20:50,610 [INFO] rag.execute - OK tool=add_derived_column | result_type=DataFrame
2025-08-24 12:20:50,617 [INFO] rag.execute - Saved intermediate DF -> output\qt_step_02_add_derived_column.csv
2025-08-24 12:20:50,618 [INFO] rag.execute - ENTER execute | pending=1
2025-08-24 12:20:50,618 [INFO] rag.execute - RUN tool=sort_rows | args={'order': 'desc', 'return_top_n': 10, 'column': 'efficiency'} | cur_type=DataFrame
2025-08-24 12:20:50,619 [INFO] rag.execute - OK tool=sort_rows | result_type=DataFrame
2025-08-24 12:20:50,624 [INFO] rag.execute - Saved intermediate DF -> output\qt_step_03_sort_rows.csv
2025-08-24 12:20:50,625 [INFO] rag.execute - Q&T finished | last_csv=output\qt_step_03_sort_rows.csv
2025-08-24 12:20:50,625 [INFO] rag.qt - execute -> END
2025-08-24 12:20:50,626 [INFO] graph - route: qt -> anomaly
2025-08-24 12:20:50,627 [INFO] rag.anomaly - anomaly.benchmark | path=data/hybrid_manufacturing_categorical.csv | top_q=0.020
2025-08-24 12:20:50,639 [INFO] rag.anomaly - dataset | rows=1000 cols(total)=13 cols(numeric)=4 has_y=False
2025-08-24 12:20:50,639 [INFO] rag.anomaly - algorithms | selected=['EIF', 'LOF', 'COPOD', 'INNE', 'OCSVM', 'AE'] (empty means all=['EIF', 'LOF', 'COPOD', 'INNE', 'OCSVM', 'AE'])
2025-08-24 12:20:52,498 [INFO] rag.anomaly - EIF grid done | variants=36 | best=1.0000 | time=1.86s
2025-08-24 12:20:52,498 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,498 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,498 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,498 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,498 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,499 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,499 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,499 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
2025-08-24 12:20:52,499 [INFO] rag.anomaly - algo=EIF | pr_auc=nan | f1=nan | time=1.86s
